Sample   ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
     1913,3.444     ,0.40      ,0.179     ,0.0652    ,     10000
     1914,3.635     ,0.40      ,0.076     ,0.0641    ,     10000
     1915,3.159     ,-2.18     ,0.191     ,0.0500    ,     10000
     1916,3.603     ,-0.79     ,0.320     ,0.0500    ,     10000
     1917,3.651     ,0.79      ,0.217     ,0.0489    ,     10000
     1918,3.603     ,0.00      ,0.307     ,0.0434    ,     10000
     1919,3.571     ,0.20      ,0.333     ,0.0652    ,     10000
     1920,3.889     ,-1.39     ,0.076     ,0.0728    ,     10000
     1921,3.952     ,0.60      ,0.346     ,0.0587    ,     10000
     1922,3.651     ,2.18      ,0.153     ,0.0500    ,     10000
     1923,3.698     ,1.79      ,0.243     ,0.0391    ,     10000
     1924,3.841     ,-2.38     ,0.204     ,0.0543    ,     10000
     1925,3.730     ,-0.60     ,0.307     ,0.0195    ,     10000
     1926,3.857     ,-1.19     ,0.037     ,0.0413    ,     10000
     1927,3.841     ,-1.19     ,0.320     ,0.0532    ,     10000
     1928,4.032     ,-1.59     ,0.191     ,0.0543    ,     10000
     1929,3.952     ,-1.59     ,0.256     ,0.0445    ,     10000
     1930,4.032     ,5.36      ,0.384     ,0.0619    ,     10000
     1931,4.032     ,0.60      ,0.423     ,0.0695    ,     10000
     1932,3.762     ,-2.98     ,0.269     ,0.0489    ,     10000
     1933,3.683     ,-0.40     ,0.410     ,0.0293    ,     10000
     1934,3.810     ,1.39      ,0.281     ,0.0500    ,     10000
     1935,4.032     ,-0.40     ,0.449     ,0.0250    ,     10000
     1936,4.032     ,-0.79     ,0.307     ,0.0434    ,     10000
     1937,4.032     ,-0.60     ,0.140     ,0.0369    ,     10000
     1938,3.968     ,2.58      ,0.333     ,0.0630    ,     10000
     1939,4.032     ,2.38      ,0.243     ,0.0467    ,     10000
     1940,4.032     ,-1.98     ,0.359     ,0.0424    ,     10000
     1941,4.032     ,-0.60     ,0.307     ,0.0380    ,     10000
     1942,4.032     ,0.20      ,0.346     ,0.0532    ,     10000
     1943,3.984     ,0.99      ,0.269     ,0.0424    ,     10000
     1944,4.032     ,-1.19     ,0.063     ,0.0674    ,     10000
     1945,4.032     ,-3.17     ,0.230     ,0.0369    ,     10000
     1946,4.000     ,4.17      ,0.204     ,0.0728    ,     10000
     1947,4.032     ,0.60      ,0.281     ,0.0521    ,     10000
     1948,4.000     ,-2.78     ,0.230     ,0.0304    ,     10000
     1949,3.984     ,-3.57     ,0.166     ,0.0293    ,     10000
     1950,3.984     ,-0.60     ,0.063     ,0.0424    ,     10000
     1951,4.032     ,0.20      ,0.436     ,0.0347    ,     10000
     1952,3.825     ,0.00      ,0.204     ,0.0587    ,     10000
     1953,4.032     ,0.79      ,0.089     ,0.0326    ,     10000
     1954,4.032     ,1.59      ,0.384     ,0.0445    ,     10000
     1955,4.032     ,0.60      ,0.359     ,0.0489    ,     10000
     1956,4.032     ,0.99      ,0.256     ,0.0511    ,     10000
     1957,4.032     ,-2.58     ,0.410     ,0.0228    ,     10000
     1958,4.032     ,-1.39     ,0.449     ,0.0206    ,     10000
     1959,4.032     ,-0.99     ,0.307     ,0.0413    ,     10000
     1960,4.032     ,-0.60     ,0.333     ,0.0163    ,     10000
     1961,4.032     ,0.99      ,0.256     ,0.0500    ,     10000
     1962,4.032     ,1.39      ,0.397     ,0.0554    ,     10000
     1963,4.032     ,3.17      ,0.474     ,0.0576    ,     10000
     1964,4.032     ,1.79      ,0.294     ,0.0424    ,     10000
     1965,4.032     ,-3.37     ,0.307     ,0.0304    ,     10000
     1966,4.032     ,-0.20     ,0.230     ,0.0239    ,     10000
     1967,4.032     ,0.00      ,0.281     ,0.0337    ,     10000
     1968,4.032     ,1.59      ,0.204     ,0.0358    ,     10000
     1969,4.032     ,-0.99     ,0.269     ,0.0347    ,     10000
     1970,4.032     ,-1.19     ,0.423     ,0.0576    ,     10000
     1971,4.032     ,0.60      ,0.217     ,0.0467    ,     10000
     1972,4.032     ,2.58      ,0.346     ,0.0554    ,     10000
     1973,4.032     ,0.60      ,0.294     ,0.0315    ,     10000
     1974,4.032     ,-0.99     ,0.346     ,0.0380    ,     10000
     1975,4.032     ,0.99      ,0.384     ,0.0402    ,     10000
     1976,4.032     ,-2.38     ,0.230     ,0.0217    ,     10000
     1977,4.032     ,-2.98     ,0.423     ,0.0511    ,     10000
     1978,4.032     ,3.97      ,0.230     ,0.0543    ,     10000
     1979,4.032     ,0.40      ,0.371     ,0.0641    ,     10000
     1980,4.032     ,0.99      ,0.204     ,0.0347    ,     10000
     1981,4.032     ,0.79      ,0.256     ,0.0424    ,     10000
     1982,4.032     ,0.60      ,0.449     ,0.0271    ,     10000
     1983,4.032     ,-0.60     ,0.243     ,0.0424    ,     10000
     1984,4.032     ,-0.40     ,0.114     ,0.0391    ,     10000
     1985,4.032     ,2.78      ,0.191     ,0.0434    ,     10000
     1986,4.032     ,2.58      ,0.153     ,0.0369    ,     10000
     1987,4.032     ,4.17      ,0.140     ,0.0424    ,     10000
     1988,4.032     ,3.17      ,0.256     ,0.0369    ,     10000
     1989,4.032     ,-1.98     ,0.127     ,0.0326    ,     10000
     1990,4.032     ,-0.20     ,0.371     ,0.0402    ,     10000
     1991,4.032     ,-0.99     ,0.281     ,0.0402    ,     10000
     1992,4.032     ,0.99      ,0.281     ,0.0293    ,     10000
     1993,4.032     ,-1.79     ,0.371     ,0.0217    ,     10000
     1994,4.032     ,0.20      ,0.371     ,0.0358    ,     10000
     1995,4.032     ,1.39      ,0.359     ,0.0424    ,     10000
     1996,4.032     ,-1.19     ,0.307     ,0.0489    ,     10000
     1997,4.032     ,1.39      ,0.371     ,0.0434    ,     10000
     1998,4.032     ,-2.78     ,0.500     ,0.0369    ,     10000
     1999,4.032     ,-2.38     ,0.217     ,0.0380    ,     10000
     2000,4.032     ,-1.98     ,0.063     ,0.0424    ,     10000
     2001,4.032     ,-0.20     ,0.359     ,0.0326    ,     10000
     2002,4.032     ,3.37      ,0.513     ,0.0402    ,     10000
     2003,4.032     ,-0.40     ,0.294     ,0.0554    ,     10000
     2004,4.032     ,2.78      ,0.384     ,0.0521    ,     10000
     2005,4.032     ,2.58      ,0.166     ,0.0445    ,     10000
     2006,4.032     ,0.40      ,0.410     ,0.0380    ,     10000
     2007,4.032     ,-0.40     ,0.140     ,0.0369    ,     10000
     2008,4.032     ,1.19      ,0.281     ,0.0337    ,     10000
     2009,4.032     ,1.39      ,0.127     ,0.0315    ,     10000
     2010,4.032     ,-0.60     ,0.397     ,0.0500    ,     10000
     2011,4.032     ,0.20      ,0.243     ,0.0478    ,     10000
     2012,4.032     ,0.79      ,0.191     ,0.0543    ,     10000
     2013,4.032     ,0.79      ,0.114     ,0.0532    ,     10000
     2014,4.032     ,-2.38     ,0.204     ,0.0402    ,     10000
     2015,4.032     ,-0.79     ,0.320     ,0.0413    ,     10000
     2016,4.032     ,1.19      ,0.217     ,0.0402    ,     10000
     2017,4.032     ,0.40      ,0.307     ,0.0358    ,     10000
     2018,4.032     ,0.00      ,0.333     ,0.0576    ,     10000
     2019,4.032     ,-1.39     ,0.101     ,0.0641    ,     10000
     2020,4.032     ,0.79      ,0.346     ,0.0521    ,     10000
     2021,4.032     ,2.18      ,0.166     ,0.0445    ,     10000
     2022,4.032     ,1.59      ,0.281     ,0.0315    ,     10000
     2023,4.032     ,-1.98     ,0.217     ,0.0467    ,     10000
     2024,4.032     ,-0.79     ,0.320     ,0.0119    ,     10000
     2025,4.032     ,-1.19     ,0.063     ,0.0347    ,     10000
     2026,4.032     ,-1.19     ,0.333     ,0.0467    ,     10000
     2027,4.032     ,-1.79     ,0.191     ,0.0511    ,     10000
     2028,4.032     ,-1.59     ,0.281     ,0.0402    ,     10000
     2029,4.032     ,4.96      ,0.410     ,0.0565    ,     10000
     2030,4.032     ,0.60      ,0.436     ,0.0630    ,     10000
     2031,4.032     ,-3.37     ,0.294     ,0.0434    ,     10000
     2032,4.032     ,-0.20     ,0.436     ,0.0239    ,     10000
     2033,4.032     ,1.39      ,0.281     ,0.0424    ,     10000
     2034,4.032     ,-0.40     ,0.461     ,0.0195    ,     10000
     2035,4.032     ,-0.79     ,0.307     ,0.0380    ,     10000
     2036,4.032     ,-0.79     ,0.140     ,0.0304    ,     10000
     2037,4.032     ,2.58      ,0.333     ,0.0565    ,     10000
     2038,4.032     ,2.18      ,0.256     ,0.0413    ,     10000
     2039,4.032     ,-1.98     ,0.359     ,0.0358    ,     10000
     2040,4.032     ,-0.60     ,0.333     ,0.0326    ,     10000
     2041,4.032     ,0.40      ,0.359     ,0.0467    ,     10000
     2042,4.032     ,0.99      ,0.294     ,0.0369    ,     10000
     2043,4.032     ,-1.39     ,0.089     ,0.0630    ,     10000
     2044,4.032     ,-2.98     ,0.243     ,0.0304    ,     10000
     2045,4.032     ,3.77      ,0.230     ,0.0685    ,     10000
     2046,4.032     ,0.60      ,0.307     ,0.0445    ,     10000
     2047,4.032     ,-2.18     ,0.230     ,0.0260    ,     10000
     2048,4.032     ,-3.57     ,0.191     ,0.0228    ,     10000
     2049,4.032     ,-0.60     ,0.050     ,0.0347    ,     10000
     2050,4.032     ,0.40      ,0.423     ,0.0304    ,     10000
     2051,4.032     ,-0.20     ,0.243     ,0.0554    ,     10000
     2052,4.032     ,0.99      ,0.114     ,0.0282    ,     10000
     2053,4.032     ,1.39      ,0.397     ,0.0380    ,     10000
     2054,4.032     ,0.79      ,0.359     ,0.0434    ,     10000
     2055,4.032     ,0.99      ,0.281     ,0.0445    ,     10000
     2056,4.032     ,-2.38     ,0.436     ,0.0152    ,     10000
     2057,4.032     ,-1.39     ,0.461     ,0.0141    ,     10000
     2058,4.032     ,-0.60     ,0.307     ,0.0347    ,     10000
     2059,4.032     ,-0.40     ,0.320     ,0.0108    ,     10000
     2060,4.032     ,1.39      ,0.256     ,0.0434    ,     10000
     2061,4.032     ,1.59      ,0.397     ,0.0489    ,     10000
     2062,4.032     ,3.37      ,0.487     ,0.0521    ,     10000
     2063,4.032     ,2.18      ,0.294     ,0.0369    ,     10000
     2064,4.032     ,-2.78     ,0.294     ,0.0250    ,     10000
     2065,4.032     ,0.20      ,0.230     ,0.0173    ,     10000
     2066,4.032     ,0.00      ,0.307     ,0.0271    ,     10000
     2067,4.032     ,1.98      ,0.191     ,0.0293    ,     10000
     2068,4.032     ,-0.99     ,0.256     ,0.0293    ,     10000
     2069,4.032     ,-0.79     ,0.410     ,0.0521    ,     10000
     2070,4.032     ,0.79      ,0.243     ,0.0413    ,     10000
     2071,4.032     ,2.78      ,0.333     ,0.0489    ,     10000
     2072,4.032     ,0.60      ,0.307     ,0.0271    ,     10000
     2073,4.032     ,-0.60     ,0.320     ,0.0337    ,     10000
     2074,4.032     ,1.19      ,0.410     ,0.0347    ,     10000
     2075,4.032     ,-1.98     ,0.243     ,0.0173    ,     10000
     2076,4.032     ,-2.38     ,0.436     ,0.0467    ,     10000
     2077,4.032     ,4.17      ,0.230     ,0.0489    ,     10000
     2078,4.032     ,0.40      ,0.371     ,0.0630    ,     10000
     2079,4.032     ,1.39      ,0.204     ,0.0293    ,     10000
     2080,4.032     ,0.99      ,0.256     ,0.0413    ,     10000
     2081,4.032     ,0.99      ,0.436     ,0.0250    ,     10000
     2082,4.032     ,-0.20     ,0.256     ,0.0424    ,     10000
     2083,4.032     ,0.00      ,0.114     ,0.0358    ,     10000
     2084,4.032     ,2.98      ,0.204     ,0.0413    ,     10000
     2085,4.032     ,2.58      ,0.166     ,0.0369    ,     10000
     2086,4.032     ,4.17      ,0.153     ,0.0413    ,     10000
     2087,4.032     ,3.37      ,0.256     ,0.0391    ,     10000
     2088,4.032     ,-1.39     ,0.114     ,0.0315    ,     10000
     2089,4.032     ,0.20      ,0.371     ,0.0413    ,     10000
     2090,4.032     ,-0.60     ,0.294     ,0.0402    ,     10000
     2091,4.032     ,1.39      ,0.281     ,0.0315    ,     10000
     2092,4.032     ,-1.59     ,0.371     ,0.0260    ,     10000
     2093,4.032     ,0.20      ,0.384     ,0.0358    ,     10000
     2094,4.032     ,1.39      ,0.359     ,0.0434    ,     10000
     2095,4.032     ,-0.79     ,0.294     ,0.0511    ,     10000
     2096,4.032     ,1.79      ,0.384     ,0.0456    ,     10000
     2097,4.032     ,-2.78     ,0.539     ,0.0402    ,     10000
     2098,4.032     ,-2.18     ,0.230     ,0.0413    ,     10000
     2099,4.032     ,-1.79     ,0.063     ,0.0445    ,     10000
     2100,4.032     ,0.20      ,0.371     ,0.0358    ,     10000
     2101,4.032     ,3.57      ,0.513     ,0.0424    ,     10000
     2102,4.032     ,-0.60     ,0.294     ,0.0598    ,     10000
     2103,4.032     ,2.78      ,0.371     ,0.0543    ,     10000
     2104,4.032     ,2.58      ,0.166     ,0.0478    ,     10000
     2105,4.032     ,0.40      ,0.397     ,0.0413    ,     10000
     2106,4.032     ,-0.20     ,0.153     ,0.0391    ,     10000
     2107,4.032     ,1.59      ,0.281     ,0.0347    ,     10000
     2108,4.032     ,1.79      ,0.140     ,0.0358    ,     10000
     2109,4.032     ,-0.60     ,0.410     ,0.0532    ,     10000
     2110,4.032     ,0.40      ,0.243     ,0.0500    ,     10000
     2111,4.032     ,0.79      ,0.166     ,0.0587    ,     10000
     2112,4.032     ,0.79      ,0.089     ,0.0565    ,     10000
     2113,3.968     ,-2.18     ,0.204     ,0.0424    ,     10000
     2114,4.032     ,-0.60     ,0.320     ,0.0434    ,     10000
     2115,4.032     ,1.19      ,0.217     ,0.0424    ,     10000
     2116,4.032     ,0.40      ,0.320     ,0.0380    ,     10000
     2117,4.032     ,0.60      ,0.333     ,0.0619    ,     10000
     2118,4.032     ,-0.99     ,0.089     ,0.0652    ,     10000
     2119,4.032     ,0.99      ,0.346     ,0.0532    ,     10000
     2120,4.032     ,2.38      ,0.166     ,0.0456    ,     10000
     2121,4.032     ,1.79      ,0.269     ,0.0337    ,     10000
     2122,4.032     ,-1.98     ,0.217     ,0.0511    ,     10000
     2123,4.032     ,-0.60     ,0.320     ,0.0152    ,     10000
     2124,4.032     ,-0.79     ,0.037     ,0.0369    ,     10000
     2125,4.032     ,-1.19     ,0.333     ,0.0511    ,     10000
     2126,4.032     ,-1.59     ,0.217     ,0.0532    ,     10000
     2127,4.032     ,-1.19     ,0.281     ,0.0434    ,     10000
     2128,4.032     ,5.36      ,0.397     ,0.0598    ,     10000
     2129,4.032     ,0.79      ,0.410     ,0.0685    ,     10000
     2130,3.952     ,-2.98     ,0.294     ,0.0467    ,     10000
     2131,3.889     ,0.20      ,0.436     ,0.0271    ,     10000
     2132,4.000     ,1.59      ,0.294     ,0.0478    ,     10000
     2133,4.032     ,-0.20     ,0.449     ,0.0228    ,     10000
     2134,4.032     ,-0.60     ,0.320     ,0.0424    ,     10000
     2135,4.032     ,-0.40     ,0.127     ,0.0358    ,     10000
     2136,4.032     ,2.78      ,0.346     ,0.0630    ,     10000
     2137,4.032     ,2.18      ,0.269     ,0.0467    ,     10000
     2138,4.000     ,-1.79     ,0.371     ,0.0424    ,     10000
     2139,4.032     ,-0.60     ,0.333     ,0.0380    ,     10000
     2140,3.968     ,0.40      ,0.333     ,0.0543    ,     10000
     2141,3.857     ,1.19      ,0.294     ,0.0434    ,     10000
     2142,4.032     ,-1.19     ,0.089     ,0.0695    ,     10000
     2143,3.905     ,-2.78     ,0.230     ,0.0391    ,     10000
     2144,3.841     ,4.17      ,0.230     ,0.0750    ,     10000
     2145,4.000     ,0.79      ,0.307     ,0.0532    ,     10000
     2146,3.794     ,-2.18     ,0.243     ,0.0315    ,     10000
     2147,3.746     ,-3.37     ,0.179     ,0.0304    ,     10000
     2148,3.683     ,-0.40     ,0.050     ,0.0434    ,     10000
     2149,3.905     ,0.20      ,0.436     ,0.0391    ,     10000
     2150,3.476     ,0.20      ,0.217     ,0.0630    ,     10000
     2151,3.984     ,1.19      ,0.101     ,0.0358    ,     10000
     2152,3.921     ,1.39      ,0.397     ,0.0467    ,     10000
     2153,3.683     ,0.99      ,0.359     ,0.0532    ,     10000
     2154,3.651     ,1.39      ,0.294     ,0.0532    ,     10000
     2155,3.603     ,-2.18     ,0.436     ,0.0250    ,     10000
     2156,3.476     ,-1.19     ,0.461     ,0.0228    ,     10000
     2157,3.698     ,-0.79     ,0.320     ,0.0445    ,     10000
     2158,3.667     ,-0.40     ,0.333     ,0.0217    ,     10000
     2159,3.635     ,1.19      ,0.269     ,0.0543    ,     10000
     2160,3.492     ,1.59      ,0.397     ,0.0598    ,     10000
     2161,3.921     ,3.57      ,0.487     ,0.0630    ,     10000
     2162,3.635     ,1.98      ,0.320     ,0.0467    ,     10000
     2163,3.556     ,-2.98     ,0.307     ,0.0347    ,     10000
     2164,3.635     ,0.20      ,0.243     ,0.0293    ,     10000
     2165,3.476     ,0.20      ,0.307     ,0.0402    ,     10000
     2166,3.667     ,1.79      ,0.217     ,0.0402    ,     10000
     2167,3.381     ,-0.60     ,0.281     ,0.0413    ,     10000
     2168,3.794     ,-0.79     ,0.436     ,0.0619    ,     10000
     2169,3.603     ,0.79      ,0.243     ,0.0532    ,     10000
     2170,3.587     ,2.78      ,0.359     ,0.0608    ,     10000
     2171,3.270     ,0.79      ,0.333     ,0.0380    ,     10000
     2172,3.286     ,-0.79     ,0.320     ,0.0445    ,     10000
     2173,3.349     ,1.39      ,0.423     ,0.0456    ,     10000
     2174,3.349     ,-1.98     ,0.256     ,0.0282    ,     10000
     2175,3.444     ,-2.38     ,0.449     ,0.0565    ,     10000
     2176,3.381     ,4.17      ,0.230     ,0.0608    ,     10000
     2177,3.683     ,0.40      ,0.410     ,0.0728    ,     10000
     2178,3.587     ,1.59      ,0.217     ,0.0413    ,     10000
     2179,3.397     ,1.19      ,0.281     ,0.0511    ,     10000
     2180,3.254     ,1.39      ,0.449     ,0.0347    ,     10000
     2181,3.429     ,-0.60     ,0.269     ,0.0521    ,     10000
     2182,3.492     ,0.00      ,0.140     ,0.0456    ,     10000
     2183,3.460     ,2.98      ,0.217     ,0.0521    ,     10000
     2184,3.635     ,2.78      ,0.191     ,0.0467    ,     10000
     2185,3.603     ,4.37      ,0.140     ,0.0511    ,     10000
     2186,3.556     ,3.57      ,0.281     ,0.0478    ,     10000
     2187,3.524     ,-1.19     ,0.153     ,0.0424    ,     10000
     2188,3.397     ,0.20      ,0.371     ,0.0511    ,     10000
     2189,3.508     ,-0.20     ,0.281     ,0.0456    ,     10000
     2190,3.222     ,1.39      ,0.307     ,0.0402    ,     10000
     2191,3.413     ,-1.59     ,0.384     ,0.0326    ,     10000
     2192,3.317     ,0.40      ,0.397     ,0.0434    ,     10000
     2193,3.683     ,1.79      ,0.359     ,0.0511    ,     10000
     2194,3.508     ,-0.60     ,0.307     ,0.0598    ,     10000
     2195,3.238     ,1.59      ,0.397     ,0.0532    ,     10000
     2196,3.079     ,-2.78     ,0.513     ,0.0489    ,     10000
     2197,3.032     ,-2.18     ,0.243     ,0.0467    ,     10000
     2198,3.286     ,-1.59     ,0.089     ,0.0521    ,     10000
     2199,3.206     ,0.00      ,0.397     ,0.0434    ,     10000
     2200,3.349     ,3.77      ,0.539     ,0.0511    ,     10000
     2201,3.317     ,0.00      ,0.307     ,0.0674    ,     10000
     2202,3.365     ,2.98      ,0.397     ,0.0619    ,     10000
     2203,3.286     ,2.78      ,0.166     ,0.0554    ,     10000
     2204,2.873     ,0.40      ,0.410     ,0.0478    ,     10000
     2205,3.254     ,-0.20     ,0.166     ,0.0467    ,     10000
     2206,3.317     ,1.59      ,0.307     ,0.0467    ,     10000
     2207,3.206     ,1.98      ,0.166     ,0.0424    ,     10000
     2208,3.222     ,-0.79     ,0.410     ,0.0619    ,     10000
     2209,3.302     ,0.40      ,0.243     ,0.0587    ,     10000
     2210,3.079     ,0.79      ,0.204     ,0.0663    ,     10000
     2211,3.206     ,0.79      ,0.114     ,0.0641    ,     10000
     2212,2.698     ,-2.38     ,0.230     ,0.0511    ,     10000
     2213,3.032     ,-0.60     ,0.333     ,0.0511    ,     10000
     2214,3.095     ,1.39      ,0.230     ,0.0521    ,     10000
     2215,3.032     ,0.60      ,0.320     ,0.0445    ,     10000
     2216,3.000     ,0.40      ,0.346     ,0.0706    ,     10000
     2217,3.206     ,-0.99     ,0.114     ,0.0750    ,     10000
     2218,3.206     ,0.99      ,0.359     ,0.0630    ,     10000
     2219,2.889     ,2.58      ,0.179     ,0.0565    ,     10000
     2220,2.937     ,1.98      ,0.281     ,0.0434    ,     10000
     2221,3.016     ,-1.98     ,0.230     ,0.0598    ,     10000
     2222,2.841     ,-0.40     ,0.359     ,0.0250    ,     10000
     2223,2.952     ,-0.99     ,0.063     ,0.0478    ,     10000
     2224,2.841     ,-0.99     ,0.359     ,0.0587    ,     10000
     2225,3.032     ,-1.39     ,0.217     ,0.0619    ,     10000
     2226,2.873     ,-1.39     ,0.294     ,0.0521    ,     10000
     2227,3.063     ,5.56      ,0.410     ,0.0685    ,     10000
     2228,3.095     ,0.99      ,0.449     ,0.0761    ,     10000
     2229,2.778     ,-3.17     ,0.307     ,0.0554    ,     10000
     2230,2.714     ,0.00      ,0.436     ,0.0380    ,     10000
     2231,2.873     ,1.59      ,0.307     ,0.0554    ,     10000
     2232,3.063     ,-0.40     ,0.474     ,0.0315    ,     10000
     2233,3.175     ,-0.40     ,0.333     ,0.0500    ,     10000
     2234,3.095     ,-0.60     ,0.166     ,0.0445    ,     10000
     2235,2.952     ,3.17      ,0.359     ,0.0695    ,     10000
     2236,3.143     ,2.38      ,0.281     ,0.0532    ,     10000
     2237,2.968     ,-1.59     ,0.384     ,0.0489    ,     10000
     2238,3.079     ,-0.60     ,0.371     ,0.0467    ,     10000
     2239,3.048     ,0.40      ,0.359     ,0.0608    ,     10000
     2240,2.984     ,1.19      ,0.307     ,0.0511    ,     10000
     2241,3.206     ,-0.79     ,0.089     ,0.0750    ,     10000
     2242,3.111     ,-2.98     ,0.256     ,0.0478    ,     10000
     2243,3.063     ,4.37      ,0.256     ,0.0804    ,     10000
     2244,3.238     ,0.79      ,0.294     ,0.0587    ,     10000
     2245,3.095     ,-2.38     ,0.243     ,0.0391    ,     10000
     2246,3.000     ,-3.17     ,0.204     ,0.0380    ,     10000
     2247,2.984     ,-0.79     ,0.089     ,0.0478    ,     10000
     2248,3.175     ,0.20      ,0.436     ,0.0445    ,     10000
     2249,2.794     ,0.00      ,0.230     ,0.0685    ,     10000
     2250,3.286     ,0.99      ,0.127     ,0.0402    ,     10000
     2251,3.222     ,1.19      ,0.410     ,0.0511    ,     10000
     2252,3.032     ,0.60      ,0.371     ,0.0587    ,     10000
     2253,3.095     ,1.39      ,0.294     ,0.0576    ,     10000
     2254,3.079     ,-2.78     ,0.410     ,0.0282    ,     10000
     2255,3.016     ,-1.59     ,0.423     ,0.0260    ,     10000
     2256,3.254     ,-1.19     ,0.307     ,0.0456    ,     10000
     2257,3.270     ,-0.60     ,0.320     ,0.0217    ,     10000
     2258,3.286     ,0.99      ,0.230     ,0.0565    ,     10000
     2259,3.143     ,1.39      ,0.371     ,0.0598    ,     10000
     2260,3.619     ,3.17      ,0.461     ,0.0619    ,     10000
     2261,3.349     ,1.79      ,0.294     ,0.0467    ,     10000
     2262,3.270     ,-2.98     ,0.294     ,0.0337    ,     10000
     2263,3.365     ,-0.20     ,0.217     ,0.0304    ,     10000
     2264,3.175     ,-0.20     ,0.294     ,0.0402    ,     10000
     2265,3.381     ,1.19      ,0.191     ,0.0402    ,     10000
     2266,3.111     ,-1.19     ,0.269     ,0.0402    ,     10000
     2267,3.508     ,-0.99     ,0.397     ,0.0619    ,     10000
     2268,3.333     ,0.40      ,0.204     ,0.0521    ,     10000
     2269,3.349     ,2.58      ,0.346     ,0.0598    ,     10000
     2270,3.095     ,0.40      ,0.294     ,0.0380    ,     10000
     2271,3.095     ,-1.19     ,0.333     ,0.0445    ,     10000
     2272,3.143     ,1.19      ,0.397     ,0.0456    ,     10000
     2273,3.159     ,-2.38     ,0.243     ,0.0271    ,     10000
     2274,3.333     ,-2.78     ,0.423     ,0.0576    ,     10000
     2275,3.286     ,3.97      ,0.217     ,0.0598    ,     10000
     2276,3.619     ,0.20      ,0.359     ,0.0717    ,     10000
     2277,3.476     ,0.99      ,0.179     ,0.0402    ,     10000
     2278,3.381     ,0.79      ,0.243     ,0.0489    ,     10000
     2279,3.127     ,0.99      ,0.436     ,0.0358    ,     10000
     2280,3.333     ,-0.79     ,0.230     ,0.0532    ,     10000
     2281,3.381     ,-0.20     ,0.114     ,0.0467    ,     10000
     2282,3.413     ,2.58      ,0.204     ,0.0500    ,     10000
     2283,3.556     ,2.38      ,0.153     ,0.0456    ,     10000
     2284,3.556     ,3.77      ,0.140     ,0.0532    ,     10000
     2285,3.476     ,3.17      ,0.243     ,0.0467    ,     10000
     2286,3.540     ,-1.59     ,0.140     ,0.0391    ,     10000
     2287,3.444     ,-0.20     ,0.371     ,0.0489    ,     10000
     2288,3.556     ,-1.19     ,0.281     ,0.0478    ,     10000
     2289,3.302     ,1.19      ,0.281     ,0.0391    ,     10000
     2290,3.540     ,-2.18     ,0.371     ,0.0337    ,     10000
     2291,3.444     ,-0.20     ,0.384     ,0.0445    ,     10000
     2292,3.794     ,0.99      ,0.320     ,0.0500    ,     10000
     2293,3.683     ,-0.99     ,0.294     ,0.0598    ,     10000
     2294,3.365     ,1.19      ,0.371     ,0.0543    ,     10000
     2295,3.206     ,-2.98     ,0.513     ,0.0489    ,     10000
     2296,3.270     ,-2.38     ,0.230     ,0.0478    ,     10000
     2297,3.556     ,-2.18     ,0.063     ,0.0511    ,     10000
     2298,3.524     ,-0.40     ,0.371     ,0.0413    ,     10000
     2299,3.683     ,3.37      ,0.500     ,0.0500    ,     10000
     2300,3.714     ,-0.40     ,0.307     ,0.0652    ,     10000
     2301,3.873     ,2.38      ,0.371     ,0.0598    ,     10000
     2302,3.810     ,2.18      ,0.140     ,0.0521    ,     10000
     2303,3.333     ,0.20      ,0.397     ,0.0456    ,     10000
     2304,3.794     ,-0.60     ,0.153     ,0.0445    ,     10000
     2305,3.889     ,1.19      ,0.281     ,0.0424    ,     10000
     2306,3.889     ,1.39      ,0.127     ,0.0402    ,     10000
     2307,3.794     ,-1.19     ,0.397     ,0.0576    ,     10000
     2308,3.952     ,0.00      ,0.217     ,0.0532    ,     10000
     2309,3.730     ,0.40      ,0.166     ,0.0630    ,     10000
     2310,3.937     ,0.60      ,0.101     ,0.0598    ,     10000
     2311,3.349     ,-2.58     ,0.217     ,0.0467    ,     10000
     2312,3.746     ,-0.99     ,0.320     ,0.0478    ,     10000
     2313,3.810     ,0.99      ,0.217     ,0.0478    ,     10000
     2314,3.841     ,0.00      ,0.294     ,0.0424    ,     10000
     2315,3.746     ,-0.20     ,0.333     ,0.0663    ,     10000
     2316,4.000     ,-1.59     ,0.076     ,0.0695    ,     10000
     2317,4.032     ,0.60      ,0.359     ,0.0576    ,     10000
     2318,3.794     ,1.79      ,0.166     ,0.0500    ,     10000
     2319,3.841     ,1.39      ,0.256     ,0.0369    ,     10000
     2320,3.952     ,-2.58     ,0.204     ,0.0532    ,     10000
     2321,3.810     ,-1.19     ,0.320     ,0.0184    ,     10000
     2322,3.905     ,-0.99     ,0.050     ,0.0402    ,     10000
     2323,3.889     ,-1.59     ,0.346     ,0.0521    ,     10000
     2324,4.032     ,-1.98     ,0.217     ,0.0532    ,     10000
     2325,4.032     ,-1.39     ,0.269     ,0.0445    ,     10000
     2326,4.032     ,4.96      ,0.397     ,0.0608    ,     10000
     2327,4.032     ,0.40      ,0.436     ,0.0685    ,     10000
     2328,3.778     ,-3.17     ,0.281     ,0.0478    ,     10000
     2329,3.810     ,-0.60     ,0.423     ,0.0293    ,     10000
