Sample   ,Channel1  ,Channel2  ,Channel3  ,Channel4  , Timestamp
     2330,3.889     ,1.19      ,0.281     ,0.0478    ,     10000
     2331,4.032     ,-0.40     ,0.449     ,0.0260    ,     10000
     2332,4.032     ,-0.99     ,0.307     ,0.0434    ,     10000
     2333,4.032     ,-0.99     ,0.140     ,0.0369    ,     10000
     2334,4.032     ,2.58      ,0.333     ,0.0619    ,     10000
     2335,4.032     ,2.38      ,0.269     ,0.0467    ,     10000
     2336,4.032     ,-1.98     ,0.384     ,0.0424    ,     10000
     2337,4.032     ,-0.79     ,0.346     ,0.0369    ,     10000
     2338,4.032     ,0.00      ,0.346     ,0.0543    ,     10000
     2339,4.032     ,0.99      ,0.281     ,0.0434    ,     10000
     2340,4.032     ,-1.39     ,0.076     ,0.0663    ,     10000
     2341,4.032     ,-3.17     ,0.230     ,0.0358    ,     10000
     2342,4.032     ,3.77      ,0.230     ,0.0739    ,     10000
     2343,4.032     ,0.60      ,0.294     ,0.0511    ,     10000
     2344,4.032     ,-2.38     ,0.243     ,0.0304    ,     10000
     2345,4.032     ,-3.57     ,0.204     ,0.0304    ,     10000
     2346,4.032     ,-0.60     ,0.063     ,0.0402    ,     10000
     2347,4.032     ,0.20      ,0.423     ,0.0347    ,     10000
     2348,3.937     ,0.00      ,0.243     ,0.0587    ,     10000
     2349,4.032     ,0.79      ,0.114     ,0.0326    ,     10000
     2350,4.032     ,1.19      ,0.410     ,0.0445    ,     10000
     2351,4.032     ,0.40      ,0.359     ,0.0489    ,     10000
     2352,4.032     ,0.79      ,0.281     ,0.0500    ,     10000
     2353,4.032     ,-2.78     ,0.436     ,0.0206    ,     10000
     2354,4.032     ,-1.59     ,0.474     ,0.0217    ,     10000
     2355,4.032     ,-1.39     ,0.320     ,0.0391    ,     10000
     2356,4.032     ,-0.60     ,0.346     ,0.0141    ,     10000
     2357,4.032     ,0.99      ,0.269     ,0.0489    ,     10000
     2358,4.032     ,1.79      ,0.384     ,0.0532    ,     10000
     2359,4.032     ,3.37      ,0.487     ,0.0554    ,     10000
     2360,4.032     ,1.79      ,0.307     ,0.0413    ,     10000
     2361,4.032     ,-3.17     ,0.320     ,0.0293    ,     10000
     2362,4.032     ,0.00      ,0.217     ,0.0228    ,     10000
     2363,4.032     ,0.00      ,0.294     ,0.0326    ,     10000
     2364,4.032     ,0.99      ,0.204     ,0.0337    ,     10000
     2365,4.032     ,-0.99     ,0.269     ,0.0347    ,     10000
     2366,4.032     ,-1.19     ,0.423     ,0.0565    ,     10000
     2367,4.032     ,0.60      ,0.243     ,0.0456    ,     10000
     2368,4.032     ,2.78      ,0.333     ,0.0532    ,     10000
     2369,4.032     ,0.40      ,0.320     ,0.0326    ,     10000
     2370,4.032     ,-0.99     ,0.333     ,0.0380    ,     10000
     2371,4.032     ,1.19      ,0.384     ,0.0369    ,     10000
     2372,4.032     ,-2.38     ,0.256     ,0.0206    ,     10000
     2373,4.032     ,-2.98     ,0.436     ,0.0511    ,     10000
     2374,4.032     ,3.97      ,0.230     ,0.0532    ,     10000
     2375,4.032     ,0.20      ,0.371     ,0.0663    ,     10000
     2376,4.032     ,1.39      ,0.191     ,0.0326    ,     10000
     2377,4.032     ,0.79      ,0.269     ,0.0424    ,     10000
     2378,4.032     ,0.79      ,0.449     ,0.0282    ,     10000
     2379,4.032     ,-0.60     ,0.281     ,0.0434    ,     10000
     2380,4.032     ,0.00      ,0.140     ,0.0391    ,     10000
     2381,4.032     ,2.78      ,0.217     ,0.0434    ,     10000
     2382,4.032     ,2.38      ,0.166     ,0.0380    ,     10000
     2383,4.032     ,3.97      ,0.140     ,0.0434    ,     10000
     2384,4.032     ,3.37      ,0.281     ,0.0391    ,     10000
     2385,4.032     ,-1.59     ,0.153     ,0.0326    ,     10000
     2386,4.032     ,-0.20     ,0.384     ,0.0413    ,     10000
     2387,4.032     ,-0.79     ,0.294     ,0.0413    ,     10000
     2388,4.032     ,1.19      ,0.307     ,0.0326    ,     10000
     2389,4.032     ,-1.98     ,0.371     ,0.0250    ,     10000
     2390,4.032     ,0.00      ,0.384     ,0.0380    ,     10000
     2391,4.032     ,0.99      ,0.371     ,0.0434    ,     10000
     2392,4.032     ,-0.99     ,0.294     ,0.0511    ,     10000
     2393,4.032     ,1.39      ,0.371     ,0.0445    ,     10000
     2394,4.032     ,-2.98     ,0.513     ,0.0413    ,     10000
     2395,4.032     ,-2.38     ,0.230     ,0.0413    ,     10000
     2396,4.032     ,-2.18     ,0.089     ,0.0424    ,     10000
     2397,4.032     ,-0.40     ,0.359     ,0.0347    ,     10000
     2398,4.032     ,3.57      ,0.513     ,0.0413    ,     10000
     2399,4.032     ,-0.40     ,0.294     ,0.0576    ,     10000
     2400,4.032     ,2.78      ,0.397     ,0.0532    ,     10000
     2401,4.032     ,2.38      ,0.166     ,0.0456    ,     10000
     2402,4.032     ,0.00      ,0.384     ,0.0402    ,     10000
     2403,4.032     ,-0.40     ,0.153     ,0.0369    ,     10000
     2404,4.032     ,0.99      ,0.294     ,0.0347    ,     10000
     2405,4.032     ,1.59      ,0.140     ,0.0337    ,     10000
     2406,4.032     ,-0.79     ,0.397     ,0.0532    ,     10000
     2407,4.032     ,0.20      ,0.243     ,0.0489    ,     10000
     2408,4.032     ,0.60      ,0.179     ,0.0554    ,     10000
     2409,4.032     ,0.60      ,0.089     ,0.0532    ,     10000
     2410,4.032     ,-2.38     ,0.230     ,0.0413    ,     10000
     2411,4.032     ,-0.99     ,0.333     ,0.0413    ,     10000
     2412,4.032     ,0.99      ,0.243     ,0.0402    ,     10000
     2413,4.032     ,0.20      ,0.294     ,0.0337    ,     10000
     2414,4.032     ,0.00      ,0.346     ,0.0608    ,     10000
     2415,4.032     ,-1.19     ,0.101     ,0.0630    ,     10000
     2416,4.032     ,0.79      ,0.371     ,0.0532    ,     10000
     2417,4.032     ,2.18      ,0.191     ,0.0445    ,     10000
     2418,4.032     ,1.59      ,0.256     ,0.0315    ,     10000
     2419,4.032     ,-2.38     ,0.230     ,0.0467    ,     10000
     2420,4.032     ,-0.79     ,0.346     ,0.0130    ,     10000
     2421,4.032     ,-1.19     ,0.063     ,0.0347    ,     10000
     2422,4.032     ,-1.39     ,0.320     ,0.0489    ,     10000
     2423,4.032     ,-1.59     ,0.230     ,0.0489    ,     10000
     2424,4.032     ,-1.39     ,0.294     ,0.0402    ,     10000
     2425,4.032     ,5.16      ,0.410     ,0.0554    ,     10000
     2426,4.032     ,0.79      ,0.436     ,0.0641    ,     10000
     2427,4.032     ,-2.98     ,0.307     ,0.0424    ,     10000
     2428,4.032     ,-0.60     ,0.436     ,0.0250    ,     10000
     2429,4.032     ,1.39      ,0.281     ,0.0445    ,     10000
     2430,4.032     ,-0.40     ,0.461     ,0.0206    ,     10000
     2431,4.032     ,-0.60     ,0.346     ,0.0391    ,     10000
     2432,4.032     ,-0.60     ,0.153     ,0.0337    ,     10000
     2433,4.032     ,2.78      ,0.346     ,0.0576    ,     10000
     2434,4.032     ,2.58      ,0.281     ,0.0424    ,     10000
     2435,4.032     ,-1.79     ,0.410     ,0.0391    ,     10000
     2436,4.032     ,-0.60     ,0.346     ,0.0347    ,     10000
     2437,4.032     ,0.20      ,0.359     ,0.0489    ,     10000
     2438,4.032     ,0.99      ,0.294     ,0.0380    ,     10000
     2439,4.032     ,-1.39     ,0.089     ,0.0652    ,     10000
     2440,4.032     ,-2.98     ,0.256     ,0.0326    ,     10000
     2441,4.032     ,3.97      ,0.217     ,0.0685    ,     10000
     2442,4.032     ,0.60      ,0.307     ,0.0467    ,     10000
     2443,4.032     ,-2.38     ,0.256     ,0.0260    ,     10000
     2444,4.032     ,-3.37     ,0.204     ,0.0271    ,     10000
     2445,4.032     ,-0.40     ,0.050     ,0.0369    ,     10000
     2446,4.032     ,0.40      ,0.436     ,0.0326    ,     10000
     2447,4.032     ,0.20      ,0.230     ,0.0576    ,     10000
     2448,4.032     ,0.99      ,0.114     ,0.0282    ,     10000
     2449,4.032     ,1.39      ,0.410     ,0.0413    ,     10000
     2450,4.032     ,0.60      ,0.359     ,0.0445    ,     10000
     2451,4.032     ,0.99      ,0.294     ,0.0467    ,     10000
     2452,4.032     ,-2.38     ,0.436     ,0.0163    ,     10000
     2453,4.032     ,-1.39     ,0.449     ,0.0152    ,     10000
     2454,4.032     ,-0.99     ,0.307     ,0.0369    ,     10000
     2455,4.032     ,-0.40     ,0.320     ,0.0119    ,     10000
     2456,4.032     ,1.39      ,0.256     ,0.0456    ,     10000
     2457,4.032     ,1.59      ,0.397     ,0.0500    ,     10000
     2458,4.032     ,3.37      ,0.461     ,0.0532    ,     10000
     2459,4.032     ,1.98      ,0.294     ,0.0391    ,     10000
     2460,4.032     ,-2.78     ,0.294     ,0.0271    ,     10000
     2461,4.032     ,0.00      ,0.217     ,0.0195    ,     10000
     2462,4.032     ,0.20      ,0.281     ,0.0304    ,     10000
     2463,4.032     ,1.39      ,0.179     ,0.0315    ,     10000
     2464,4.032     ,-0.99     ,0.269     ,0.0326    ,     10000
     2465,4.032     ,-0.79     ,0.397     ,0.0532    ,     10000
     2466,4.032     ,0.60      ,0.217     ,0.0445    ,     10000
     2467,4.032     ,2.78      ,0.371     ,0.0511    ,     10000
     2468,4.032     ,0.79      ,0.294     ,0.0293    ,     10000
     2469,4.032     ,-0.79     ,0.320     ,0.0358    ,     10000
     2470,4.032     ,1.59      ,0.397     ,0.0391    ,     10000
     2471,4.032     ,-2.18     ,0.256     ,0.0195    ,     10000
     2472,4.032     ,-2.58     ,0.423     ,0.0500    ,     10000
     2473,4.032     ,4.37      ,0.230     ,0.0521    ,     10000
     2474,4.032     ,0.20      ,0.359     ,0.0641    ,     10000
     2475,4.032     ,1.39      ,0.191     ,0.0326    ,     10000
     2476,4.032     ,0.99      ,0.256     ,0.0445    ,     10000
     2477,4.032     ,0.99      ,0.436     ,0.0271    ,     10000
     2478,4.032     ,-0.60     ,0.256     ,0.0456    ,     10000
     2479,4.032     ,0.00      ,0.127     ,0.0391    ,     10000
     2480,4.032     ,2.98      ,0.191     ,0.0434    ,     10000
     2481,4.032     ,2.78      ,0.153     ,0.0380    ,     10000
     2482,4.032     ,4.37      ,0.153     ,0.0434    ,     10000
     2483,4.032     ,3.17      ,0.256     ,0.0413    ,     10000
     2484,4.032     ,-1.39     ,0.114     ,0.0337    ,     10000
     2485,4.032     ,0.00      ,0.359     ,0.0445    ,     10000
     2486,4.032     ,-0.79     ,0.281     ,0.0424    ,     10000
     2487,4.032     ,1.19      ,0.281     ,0.0337    ,     10000
     2488,4.032     ,-1.79     ,0.359     ,0.0271    ,     10000
     2489,4.032     ,0.40      ,0.384     ,0.0369    ,     10000
     2490,4.032     ,1.59      ,0.333     ,0.0445    ,     10000
     2491,4.032     ,-0.79     ,0.294     ,0.0521    ,     10000
     2492,4.032     ,1.59      ,0.371     ,0.0467    ,     10000
     2493,3.984     ,-2.78     ,0.526     ,0.0413    ,     10000
     2494,4.000     ,-2.18     ,0.230     ,0.0413    ,     10000
     2495,4.032     ,-1.79     ,0.063     ,0.0456    ,     10000
     2496,4.032     ,0.20      ,0.371     ,0.0369    ,     10000
     2497,4.032     ,3.57      ,0.500     ,0.0434    ,     10000
     2498,4.032     ,-0.20     ,0.307     ,0.0587    ,     10000
     2499,4.032     ,2.78      ,0.371     ,0.0543    ,     10000
     2500,4.032     ,2.58      ,0.153     ,0.0467    ,     10000
     2501,3.857     ,0.40      ,0.384     ,0.0424    ,     10000
     2502,4.032     ,-0.20     ,0.153     ,0.0402    ,     10000
     2503,4.032     ,1.39      ,0.281     ,0.0391    ,     10000
     2504,4.032     ,1.79      ,0.127     ,0.0369    ,     10000
     2505,4.032     ,-0.79     ,0.410     ,0.0543    ,     10000
     2506,4.032     ,0.20      ,0.230     ,0.0511    ,     10000
     2507,4.032     ,0.60      ,0.166     ,0.0598    ,     10000
     2508,4.032     ,0.99      ,0.089     ,0.0565    ,     10000
     2509,3.698     ,-2.38     ,0.217     ,0.0434    ,     10000
     2510,3.984     ,-0.79     ,0.307     ,0.0456    ,     10000
     2511,4.032     ,0.99      ,0.204     ,0.0445    ,     10000
     2512,4.000     ,0.20      ,0.294     ,0.0391    ,     10000
     2513,4.032     ,0.20      ,0.346     ,0.0652    ,     10000
     2514,4.032     ,-1.39     ,0.089     ,0.0685    ,     10000
     2515,4.032     ,0.79      ,0.346     ,0.0543    ,     10000
     2516,3.889     ,2.38      ,0.153     ,0.0489    ,     10000
     2517,3.952     ,1.79      ,0.269     ,0.0358    ,     10000
     2518,4.000     ,-2.38     ,0.204     ,0.0511    ,     10000
     2519,3.937     ,-0.60     ,0.320     ,0.0163    ,     10000
     2520,3.952     ,-0.79     ,0.037     ,0.0402    ,     10000
     2521,3.952     ,-1.19     ,0.320     ,0.0521    ,     10000
     2522,4.032     ,-1.59     ,0.191     ,0.0543    ,     10000
     2523,3.921     ,-1.39     ,0.281     ,0.0434    ,     10000
     2524,4.032     ,5.36      ,0.384     ,0.0619    ,     10000
     2525,4.032     ,0.79      ,0.436     ,0.0685    ,     10000
     2526,3.746     ,-2.98     ,0.281     ,0.0478    ,     10000
     2527,3.683     ,0.00      ,0.436     ,0.0293    ,     10000
     2528,3.810     ,1.39      ,0.294     ,0.0500    ,     10000
     2529,3.984     ,-0.20     ,0.436     ,0.0260    ,     10000
     2530,4.032     ,-0.60     ,0.320     ,0.0445    ,     10000
     2531,3.952     ,-0.60     ,0.127     ,0.0391    ,     10000
     2532,3.873     ,2.78      ,0.333     ,0.0630    ,     10000
     2533,4.032     ,2.38      ,0.269     ,0.0456    ,     10000
     2534,3.825     ,-1.79     ,0.359     ,0.0424    ,     10000
     2535,3.873     ,-0.60     ,0.346     ,0.0402    ,     10000
     2536,3.841     ,0.40      ,0.346     ,0.0543    ,     10000
     2537,3.746     ,1.19      ,0.281     ,0.0456    ,     10000
     2538,3.937     ,-0.99     ,0.076     ,0.0717    ,     10000
     2539,3.794     ,-2.98     ,0.230     ,0.0391    ,     10000
     2540,3.730     ,4.17      ,0.204     ,0.0750    ,     10000
     2541,3.889     ,0.99      ,0.307     ,0.0521    ,     10000
     2542,3.714     ,-2.38     ,0.230     ,0.0326    ,     10000
     2543,3.635     ,-3.57     ,0.191     ,0.0315    ,     10000
     2544,3.635     ,-0.79     ,0.063     ,0.0413    ,     10000
     2545,3.857     ,0.20      ,0.436     ,0.0391    ,     10000
     2546,3.476     ,0.00      ,0.204     ,0.0608    ,     10000
     2547,3.968     ,0.99      ,0.101     ,0.0347    ,     10000
     2548,3.905     ,1.59      ,0.397     ,0.0467    ,     10000
     2549,3.683     ,0.79      ,0.359     ,0.0532    ,     10000
     2550,3.698     ,0.99      ,0.269     ,0.0521    ,     10000
     2551,3.667     ,-2.18     ,0.436     ,0.0250    ,     10000
     2552,3.540     ,-1.19     ,0.449     ,0.0228    ,     10000
     2553,3.762     ,-0.99     ,0.294     ,0.0434    ,     10000
     2554,3.762     ,-0.60     ,0.346     ,0.0195    ,     10000
     2555,3.698     ,1.39      ,0.281     ,0.0532    ,     10000
     2556,3.524     ,1.59      ,0.384     ,0.0576    ,     10000
     2557,4.000     ,3.37      ,0.500     ,0.0619    ,     10000
     2558,3.730     ,1.98      ,0.307     ,0.0467    ,     10000
     2559,3.651     ,-3.17     ,0.307     ,0.0347    ,     10000
     2560,3.730     ,0.20      ,0.217     ,0.0282    ,     10000
     2561,3.571     ,0.20      ,0.294     ,0.0380    ,     10000
     2562,3.778     ,1.59      ,0.217     ,0.0402    ,     10000
     2563,3.460     ,-0.79     ,0.281     ,0.0413    ,     10000
     2564,3.905     ,-0.99     ,0.423     ,0.0608    ,     10000
     2565,3.746     ,0.79      ,0.230     ,0.0521    ,     10000
     2566,3.683     ,2.98      ,0.359     ,0.0587    ,     10000
     2567,3.349     ,0.79      ,0.307     ,0.0369    ,     10000
     2568,3.429     ,-0.79     ,0.333     ,0.0424    ,     10000
     2569,3.413     ,1.19      ,0.410     ,0.0434    ,     10000
     2570,3.397     ,-1.98     ,0.256     ,0.0271    ,     10000
     2571,3.603     ,-2.58     ,0.436     ,0.0587    ,     10000
     2572,3.540     ,4.17      ,0.217     ,0.0587    ,     10000
     2573,3.746     ,0.60      ,0.371     ,0.0695    ,     10000
     2574,3.698     ,1.39      ,0.204     ,0.0413    ,     10000
     2575,3.508     ,0.99      ,0.269     ,0.0489    ,     10000
     2576,3.317     ,0.79      ,0.436     ,0.0358    ,     10000
     2577,3.492     ,-0.40     ,0.269     ,0.0511    ,     10000
     2578,3.635     ,0.20      ,0.140     ,0.0467    ,     10000
     2579,3.556     ,2.98      ,0.204     ,0.0500    ,     10000
     2580,3.730     ,2.78      ,0.179     ,0.0467    ,     10000
     2581,3.667     ,4.17      ,0.140     ,0.0511    ,     10000
     2582,3.619     ,3.57      ,0.281     ,0.0467    ,     10000
     2583,3.587     ,-1.59     ,0.153     ,0.0380    ,     10000
     2584,3.556     ,0.20      ,0.384     ,0.0489    ,     10000
     2585,3.635     ,-0.99     ,0.294     ,0.0489    ,     10000
     2586,3.349     ,1.19      ,0.281     ,0.0402    ,     10000
     2587,3.524     ,-1.59     ,0.371     ,0.0326    ,     10000
     2588,3.444     ,0.60      ,0.410     ,0.0445    ,     10000
     2589,3.778     ,1.39      ,0.359     ,0.0500    ,     10000
     2590,3.698     ,-0.60     ,0.307     ,0.0598    ,     10000
     2591,3.381     ,1.39      ,0.384     ,0.0532    ,     10000
     2592,3.175     ,-2.58     ,0.526     ,0.0489    ,     10000
     2593,3.143     ,-2.18     ,0.243     ,0.0456    ,     10000
     2594,3.460     ,-1.59     ,0.076     ,0.0521    ,     10000
     2595,3.349     ,0.20      ,0.359     ,0.0434    ,     10000
     2596,3.492     ,3.77      ,0.513     ,0.0478    ,     10000
     2597,3.460     ,-0.20     ,0.307     ,0.0641    ,     10000
     2598,3.587     ,2.78      ,0.397     ,0.0619    ,     10000
     2599,3.508     ,2.78      ,0.166     ,0.0543    ,     10000
     2600,3.095     ,0.40      ,0.397     ,0.0489    ,     10000
     2601,3.492     ,-0.60     ,0.166     ,0.0445    ,     10000
     2602,3.540     ,1.39      ,0.307     ,0.0456    ,     10000
     2603,3.444     ,1.98      ,0.140     ,0.0413    ,     10000
     2604,3.460     ,-0.60     ,0.410     ,0.0608    ,     10000
     2605,3.556     ,0.40      ,0.243     ,0.0565    ,     10000
